review,label
"I order this alll the time and I’ve never realized the bad reviews till now.. they are a bit old (4+ years) so to give a update every time I have order (over 6 times) my salmon is always in good shape , no worms & never made me sick nor my family of 5 . We eat this a lot and never had an issue. Smells fine never any nasty off smell. My meals always come out amazing. I’ll be buying just like I have. I always had one to my order even the big filet . Give it a try",1
"I have ordered these many times. They were always fabulous until the last two times that I ordered.  The last two times, they were turning bad.",0
I will definitely buy again... SO FRESH!!,1
"When I opened the Amazon Fresh box containing these strawberries I was taken by the aroma. The box of strawberries was the only thing in this particular box and they were in there long enough to fill it with the perfect strawberry smell. Each strawberry was in good condition. They varied in size from medium to large. What made these stand out from average supermarket strawberries is that there was not a single rotten piece of fruit. I sliced them up and sprinkled a little sugar on them to bring out the flavor and then a bit of cool whip. Superb. I have continued to have a very similar experience with each box over the past 3 weeks. I highly recommend them. If you have found this review helpful, please click on the tab below",0
I don't think I'm ever going to order fresh produce from Amazon fresh again because all the vegetables and fruits I receive are only good for 1 or 2 days and are not fresh at all. Definitely don't recommend ordering fruits and veggies because they always send me either the smallest and or not fresh items.,2
They always taste fresh and crunchy! will keep on ordering these while its in season!,1
Excellent product and great price. High quality and fast shipping!,0
"This was my first time order anything using Amazon fresh, so naturally I was nervous about ordering these strawberries, due to some of the reviews. I must say, I am VERY pleased with not only the condition and taste of the fresh strawberries that were timely delivered to me, but also the service. My infant daughter loves the strawberries and so do I!  A+ Amazon Fresh and thank you for making my first online grocery shopping experience a great one!",0
Had to throw away the strawberries because they were moldy.,0
Never buying oranges from amazon fresh again.,2
Most of the strawberries were old and rotten. The few that were edible had a horrible chemical taste even after a thorough washing. It was not the brand of strawberries as this is a brand I have bought elsewhere and they have been perfectly fine. I am unsure how Amazon stores their produce but I am hesitant about purchasing any further produce from Amazon after receiving this item.  I definitely will never order strawberries again.,2
Fresh and thick,0
Delicious flavored strawberries. I love strawberries and have bought this product a few times with my last amazon fresh orders but have had trouble with the freshness each time. I’m just sure to wash the fruit and pick out the bad ones.,0
"Definitely not fresh ... after a few days they were slimy, kept them around to see what would happen, after 5 days they were growing mold. GROSS. Will never order again.",2
They were actually much fresher than the ones I buy at nearby shop rite. Very happy with this purchase.,0
I’m waiting to get Popeyes up on this motha. Still hasn’t happened but I will buy tt again and try,1
"Fresh, delicious and no sugar needed!",0
Love strawberries:Pro:RomanticLove fresh cut upLove with sugerLove with whipLove with my wifeLove them periodCon:Seasonal and not year round,0
Not exactly sweet enough for me though.,0
free delivery keeps exposure to virus to minimum as good as product from local store,0
Fresh fruit and very sweet.,0
"The watermelon was not fresh at all. The smell was so bad, I will not order it again.",2
I had ordered these strawberries before and they were fine.  This time at least half were going bad or rotten.  Does Amazon have any form of quality control???!So Disappointed.,0
"I was a little concerned by the older bad reviews but thought I’d take a chance. This salmon was very, very fresh and very delicious. The portion size was just right. I will definitely be buying this again.",1
As I said before this salmon is great the taste is great it’s not smelly it’s always fresh it comes with the right size portions so i would order again!,1
Very best strawberries I have had in a long time. Wish I had gotten 2 packages,0
not what I was expecting. they were cut it from green mangos. the flavor was not good. will not buy it again.,2
"This was my first time  ordering this item I was kind of skeptical however I was impressed when I received it,, strawberries was very sweet and fresh,  maybe two bad strawberries out the entire bunch. Will order again",1
"Ordered 2 lbs of these strawberries for the 3rd time. My last order I got about a pound out of the 2 lbs. Never, thought anything about it. Just thought I got a bad 1 lb basket. Well, this time it was worse! Mold, Mold, Mold! Can, these packers not see that they are molded when they are grabbing them. Because I could absolutely see that there was green/white furry mold immediately. On at least 2 in the basket, until I opened it and they were all bad. I got 9 strawberries out of 2 pounds that were even remotely edible and only after having to cut away the bad. Not Happy Amazon Fresh!! Not buying again!",2
Amazing flavor and awesome aroma! Can't ask for better.,0
"I ordered three peaches to try peaches from Amazon Fresh. I have ordered apples, bananas, blueberries, and other fruit with great results. However, these peaches arrived hard as rocks. I tried to eat one and it was more crunchy than an apple, plus it had zero flavor. I decided to let the other two ripen on the counter for a day or two. When I picked up the next peach two days later it was brown and mushy. I ended up tossing both. Absolutely will NOT buy peaches from Amazon Fresh again.",2
"Goes from 4 to 5 days green to brown, Not good.. I’ll not buy this brand again.",2
This is very sweet and delicious,0
Cut open my bell pepper and found a bug inside alive and well.  PLEASE BE AWARE!!!!!!!!!. I called and reported this issue so AMAZON can check their produce. I will not be buying product ANY LONGER.,2
They had a very good taste.  They had good color and flavor.,0
"THEY ARRIVED BRUISED, SOFT, AND MOST WERE ROTTEN.  NEVER AGAIN!!",2
"if you are lucky you will get a fresh box, and then you will love them. Last time wasnt so good so Its a matter of luck.",0
I’ve bought this before and it was great. The recent purchase got me moldy strawberries and it was quite disappointing!,0
It was not sweet enough it was like biting into a lemon.,0
"They only lasted two days, they molded really quick, but they were great tasting and nice and fresh upon arrival",0
Seems small amount for price,0
"I was surprised at how well this salmon turned out. I made in it an Air Fryer with just a few seasonings. The fish was really good, had a great taste. Portion size good for two people, will buy again.",1
Very good strawberries,0
"Strawberries are scarce in Minnesota in late December. I typically do not buy then unless they are organic and look really fresh. There were no organic ones available, and I needed them to garnish a Christmas Eve charcuterie platter, so I bought this small package with the stems still attached. They were expensive but they were large, fresh, and tasted like they were perfectly ripe and perfectly fresh. Yummy!",0
"I bought strawberries from Amazon multiple times. Each time they never failed to impress me on how big the strawberries are. They are not only big but pretty tasty especially on a hot day.Freshness:The couple times that I bought strawberries they were always fresh. There were no signs of molding and had a fresh strawberry smell when I opened the box up.Sweetness:This varies quite a bit, but they weren't really sweet when I received my batch. It wasn't sour either though which is exactly how I like mine. It would have been nice if it was a little sweeter but definitely not a deal breaker.Price:While the price is higher than my local supermarket for a smaller portion but I would say the quality for these are worth the higher pricer point. I get more at the super market and it's cheaper, but some of the strawberries that I received were already starting to rot. This was also with being able to choose my strawberries.Overall, I enjoy these strawberries and would buy again.",1
A few of the pieces were very under ripe which sucked and one piece was pretty much mush and tasted slightly rotten.  A bit disappointing when having a mango craving. i'll  buy it again I hope I get pieces that are better in ripeness and no mushy-going-bad bits.,1
I’m happy with the spinach and would buy again.,1
Thank you. Will order more,1
"Not sure if it’s just the batch we got, but these were hard and had me and my whole household questioning if they were even mangoes. Definitely won’t buy again.",2
The last batch arrived Moldy.  Gross.  Very disappointed in the LACK of quality control.,0
Great,0
will never buy again!,2
"Average quality, fast delivery. Good buy!",0
They are very fresh and well packaged! would buy again!,1
"Arrived unripe, green, and  inedible. Last one I left to ripen for 5 days it got too soft but not sweet. This time I left it for 3 days it stays hard and not sweet at all. I throw it in the trash and promised myself to never order cantaloupe melon again",2
YUMMY!  I will definitely buy this again!,1
5 star will buy again,1
These are amazing earrings and the company sent the earrings in individual bags and a zipped product bag with plenty of extra earring backings. The earrings are great quality for the price you get them for. Would definitely buy again!,1
"These usually are nice and juicy and delicious, but the last order we got, they were well past their date of goodness. I Will buy again soon",1
Mealy. Waste of money. Wouldn't order again,2
This is a really great value and it comes with so many cute anklets. The gold looks very nice and they have a nice feel to them. The dangle charms on some of these are really cute. It also comes with some cloth bracelets and plastic pieces. For the price and how much you get you can’t beat it. I would definitely repurchase,1
"Was concerned at first because the price is so low, but I'll order every week now. Buy this salmon, it's good.",1
Just the right ripeness to last me a few days.,0
"For some reason, fresh deliveries the sweetest strawberry ... I literally spend $35 on here to get strawberry",0
Large fresh berries.,0
The watermelon was hard and lacked flavor although it was a deep red color. The red was such a deep color it made we google whether or not food producers add red dye to watermelon. Would not buy again.,2
"I don't get why they sell unripe avocados, the knife couldn't even cut through it, it was so hard. I had to wait an additional 2 1/2 days in order for it to soften up just for me to eat it. Even then it had a weird bitter taste. I wouldn't be buying avocados online again.",2
"Awesome product and great tasting. However, this order i purchased arrived a bit wilted. Contacted Amazon customer service and they issued a refund within 24-48 hours. Amazon customer service is amazing. Because of their loyalty to customers, I will probably buy again.",1
Very good fresh berrues,0
These are so good and I'll buy them every time I make an Amazon fresh order.,1
"These are by far the worst bananas ever. I have bought it many times from amazon, mostly because these are the only ones available recently. Every time about 90% of the bananas are mushy. No we are not waiting a week to eat them. This often happens within the same day we get it delivered. The bunches come wrapped in huge sticky tape and most of the mushiness is within those taped areas. We have wasted a lot of money buying and throwing these. Not buying anymore. I wish amazon would remove them and stock up on other brands.",2
"Taste good, but I ordered it just once. Not sure if the taste will be consistent. Some people say it might change.",0
Blown away at the freshness and quality.  I figured this would be a test to see if fruit can be delivered without destruction.. Amazon passed with flying colors,0
I’ve on a huge organic kick over the last few months and to have the kind of price point and quality I’m all for buying again  and again,1
I wear these probably everyday fo work and they have yet to tarnish! I would buy these ten times over!,1
Shopping online is convinient but not everything can be bought like this. Every time I have ordered any fresh fruit such as the watermelon or pineapple it wasn't very fresh that day or would go bad literally within a day or 2. Not buying again.,2
"i didn’t expect to receive so much watermelon! it was such a great value for the price. the fruit was sweet, juicy and exactly what i needed after a long day. will be ordering more.",1
"I received my 2nd order, which I wanted to love… but I couldn’t get past one ring being damaged. I decided to return and try another order. I’m excited to see which ring I will order next. The ones that weren’t damaged were very unique and pretty yet still.",1
"Not very happy with this purchase... I was expecting a balanced variety of ring sizes. However, most of the rings will NOT fit on any of your fingers except your pinky and I have small hands! Some did not even fit on my pinky. Out of ALL the rings, I was able to use maybe 8 on a different finger other than my pinky. Would not recommend. Would not buy again. The description should say ""FOR KIDS"".",2
I like it it's ok good prize an everything. I'll buy it again for it's fresheneds,1
"All were rotten, disgusting. Will not order again.",2
Thea best thickness the strawberries I had. Good flavor and was fresh which I love .,0
"I haven't had a decent berry not to mention the strawberry that i ate in Europe and there i really tasted real strawberries juicy and sweet unlike the ones in those markets calling them organic, like eating a piece of cucumber...no taste",0
Love this product,0
"I received the mangoes green.  When the fruit turned yellow, their flesh was extremely SOUR!  I did not likethe sourness so I discarded them.  I won't buy these again!",2
I will always buy it when I order fresh.,1
Ruby red grapefruit is pretty good here on Amazon fresh. I would definitely buy it again.,1
The products arrived fresh and well packaged by the driver.,0
Most were in fresh condition...only a few were inedible.,0
"I just received my package today, but so far I am very impressed! Each of the earrings that have backs on them came with 3 pairs of backings, PLUS there was an additional bag of rubber backings with a ton in there. The packaging also came with some free hair ties. Some of the earrings are a bit heavier, and while I haven't worn them for an extended period of time yet so I do not know how they will last, I am very impressed with everything that was included for the price. I would purchase again.",1
Fresh and good,0
Sadly I decided on organic pineapple and on 2nd day trying to trim discovered it was rotted on inside. I tossed it in the garbage. Will not order these again. I do shopping all online and unfortunately don’t get to see the produce myself.,2
Again I didn’t relish the idea of buying produce for delivery but I will definitely buy it again,1
Fresh and yummy,0
"I thought plums would be a relatively safe product to buy online from a service called *FRESH*.I was wrong.Half the plums are a yellow-green. The rest look like red plums. With any luck, storing them in a paper bag will ripen them into something edible.I was a sucker for Amazon's marketing once again. I think this will have finally ensured I learned my lesson and I won't buy actual fresh food from Amazon Fresh again.",2
"Great quality product, I would purchase again.",1
"I was skeptical at first after reading some other reviews, and seeing other pictures. But all 4 of my peppers were great In size, color, freshness and taste!!! Can’t wait to order more!",1
"Rather sad - this is a good deal, price wise, but quality is not there.  They were old looking, quite small compared to their usual product.  And covered with eyes and rotted spots.  Not much to salvage.  Three pounds and many meals out in the trash.  Second time this purchase has failed. Not going to buy these again.",2
Just under-ripe when delivered which is what is what we want.  Good size and held up well.,0
Will definitely order again. They were perfect to eat that day and not bruised. It will be interesting to see how consistently they come through that way.,1
We loved these,0
These strawberries were fresh and had a great taste.  Impressed with the bight quality of these berries.,0
Will never buy again!  Was looking forward to fresh mushrooms.  One's I recived were turning brown & black! Was able to eat very few. Not worth the price.,2
"I love this cedar-planked salmon.  It is so moist and tasty.  Definitely worth the purchase.  I will purchase this again.  If you love salmon, try this.  You won't regret it.",1
Very delicious large fresh strawberries.  I will buy again.,1
I just recieved my order and a third of the strawberries are moldy,0
Arcola,0
"The ones I received are a lot better than the one in stock at my grocery store and they where way bigger too, would be ordering more to see if they are consistent in size and flavor.  Will update review if anything changes",1
"These strawberries were just OK, especially compared to the Bartlett pears and navel oranges I got in the same order. The individual berries were large, but they were not close to ripeness, though they tasted better than one would expect. Probably would not order again. Bought in Los Angeles.",2
This came rotten. Was brown and even brown juice was leaking from it. Won’t order lettuce again from here.,2
"Good product, Fresh , Will recommend friends. Will buy again.",1
The bananas were already goin bad by the time I received them .. never will order fruit from here again,2
"Give me a break! The only ripe berry was a large one on top! The others were ALL half green and tasteless, every one of them! And it was obviously intentional. A total ripoff. (And strawberries don't ripen once picked.) Hopefully they'll at least make good compost.",0
It will forever be My favorite jewelry purchase. I will buy again for sure,1
Oranges could not be eaten. Sof. One orange had mold. Will not purchase again. Waste of money.,2
Good,0
Ordered this not sure how fresh they would be. I am happy to report they were indeed fresh and delicious!! Ordered again and was equally satisfied! Will still order again,1
Produce was fresh and juicy,0
Fresh and succulent.,0
Half the oranges in this bag are visibly crushed &/or rotten. I will not order from Amazon Fresh again.,2
"I’ll have to admit, the person who picked the produce and the person who delivered it did a great job. No moldy or overripe strawberries. They were sour, but worked well frozen for smoothies the next day.",0
These were beautiful and delicious!,0
The fish was fresh but the portion size was tiny and not as reflected in the picture. I will be purchasing again for the freshness and convenience but will know to buy a few pieces to feed 2 or more individuals.,1
Your produce is now some of the best where I shop,0
Perfect Strawberries! I though they would be bad since it’s November but they look like summer strawberries!,0
very fresh taste very good,0
Wow! First time ordering amazon fresh and they did not disappoint the strawberries are perfect not one mushy one!!! Unbelievable! Compared to all the bad reviews Thanks amazon! My breakfast was super yummy and fresh!,0
Nope. Gross. I won't buy again. Thanks.,2
"Strawberrys are my favorite and I'm very picky when it comes to them. Everytime so far that I ordered them on here, they come so fresh and pretty! No bruising and great flavor!",0
"Mushy, brown. Will never buy again",2
"Love these little easy to peel, super flavorful, juicy bites of Heaven! Will keep ordering these and getting in my extra Vitamin C☺️",1
Always deliver greenish/brownish bananas. Never again.,2
"A bit brown on the inside, I'm  hesitant to buy again from Amazon fresh.",2
"These came to me in bad quality. Peel separated from clementines, most of them dried out with no juice. Wouldn't buy this specific fruit again.",2
Oranges were old. They didn't even last a week before I they withered away to nothing. And a couple were molding. I won't be buying any produce through here again.,2
Very ripe they don't last for more than 24 hrs. Never buying grocery again from Amazon fresh worst decision ever,2
Wouldn’t recommend getting any cantaloups my last 2 orders have come rotten! Not buying them again! Lesson learned,2
"I bought 3 of these. One package wasn’t so fresh. They had brown pieces in it. The other 2 was ok. The taste wasn’t sweet. But it doesn’t matter to me much about the taste cos I use it in my smoothies and I make it sweet. The thing I wanted was just fresh fruit that I didn’t have to stand there and cut up myself. Lazy.Anyway, I’ll probably buy it again. Recommend!",1
"Didn't bother taking a photo this time, but second time ordering and had the exact same issue as the last one I bought. As other reviewers noted, there was mold forming on the bottom after one day, it didn't arrive ripe and by the time you think it's ripe enough to eat the inside looks questionable, some parts darker than others, it doesn't smell good and you are scared to eat it. I had to toss my last one and I will probably toss this one too. I will not buy again from now on. Such a waste of money!",2
Ohhhhh Yeeeeeeeah  - so sweet and crisp and delicious- even after being in the fridge 24hrs before opening. Sweetest watermelon I’ve had all season from anywhere.I am in AZ so remember that quality probably depends on where you live - but for the Valley of The Sun this is a must!!! Definitely buying more,1
"When I first saw and felt them, I thought that these were a bit soft to be fresh and tasty.  When I ate one, it was very juicy and good.  So much better than regular cucumbers or English cucumbers -  I will buy them again.",1
"This was my first time cooking salmon so admittedly I don’t have a ton of experience, but this salmon was some of the best I’ve ever had! It came out moist and flavorful, and only one or two small fish bones left in that were easy to pick out.I do wish they split this into 3 fillets instead of 2 larger ones, but that’s okay. I’m definitely buying this again!",1
Got strawberries that were going bad and squishy,0
"These are often moldy and therefore not worth the price sometimes. The flavor is okay, even when it's not in season.",0
Don’t know,0
This is like the third time ordering fruits and they did not come fresh at all. When they arrived they came with mold at the bottom which contaminated the rest of the fruits. Would not recommend getting fruit. Every fruit I have ordered came with mold and hand to throw away them all away.,0
Whole Foods always has the freshest produce. Limes are great quality and are juicy. Would repurchase again,1
"This review is only for my last purchase of this product. It was my 3rd or 4th time ordering, usually it's fresh and tasty. This last time however the packaging was damaged and open. It had gotten everything in the bag slimy and I wasn't comfortable eating it as I didn't know how long it had been open. I went through the return process that day but the system would not let me submit my claim, instead it went me in a loop taking back to the start of the process. No salmon, no refund. Won't buy again.",2
"Fresh-n-tasty, will order again.",1
"I was thrilled that the strawberries that I received were Driscoll's strawberries as I think they are always sweeter than any other strawberries that I try.  They were fresh and unbruised, and very sweet.",0
"I LOVE this salmon! It has always been fresh!  I have ordered three times, and I will continue to buy weekly.  Try it!!! You will not be disappointed.",1
Almost the same price as the grocery store. Flavor seems the same. Will buy again.,1
Great flavor and texture. Would buy again,1
Mold and sour.,0
I’m pregnant and currently munching on these NOW. So juicy and delish! Great buy will definitely purchase again.,1
"Always come fresh, my kids always tear these up, I usually get 2 at a time",0
"Fresh taste and I have purchased several times with the same result. I get the same quality and cost per pound through my local shop so if the price increases here, I'll continue buying them.",1
"It’s lettuce. It was large and good quality. I will buy more when I require more lettuce.Also, wrap your lettuce in aluminum foil to make it last longer",1
These bananas we're very strange they looked right when they arrived but when I opened them they were completely spoiled and by the next day they had turned completely Brown very strange I would never buy these again.,2
"My favorite fish is salmon, so had to order when this was offered on Amazon, tho’ I had never before bought fish I didn’t personally choose.  I was not disappointed.  These are 6 oz. each, a “correct” portion size, but I would have preferred a more generous 8oz. size.  The salmon was very fresh with good medium coral color and broiled up well with my usual Firecracker Sauce glaze - a recipe saved from our local paper over 20 years ago.  Would order this salmon again.",1
"Most of the pieces were not close to ripe. A few were so bad I just threw them in the compost bin. The remaining ""ripe"" pieces were not very flavorful. Would not purchase again!!!",2
"sour, dry, not good at all.  I was looking for Cuties but they were out.  Never again will I waste my money on buying these.",2
I like them all different sizes and some of them are adjustable so you can wear them on any finger I will order more beautifull stone colors.,1
"Always wash my fruits in vinegar. Ate a bowl of strawberries and raspberries before bed Sunday & I thought they tasted a little weird but didn’t give it much thought. The next day I started to feel ill, then a fever, horrible body aches, headaches, chills & more. Thought it was covid, but haven’t really been anywhere in 2 wks (also tested negative). Now that most of my symptoms are cleared, I still have no appetite, no energy and a weak stomach. I have all of the symptoms of food poisoning.",0
I've bought this several times and each time there was scales still on the fish and I've gotten stomach aches each time! I'm not going to order and torture myself with this ever again,2
Good,0
"Sometimes they are ok and sometimes they are mushy, on the verge of going bad or with “fuzzy” patches already. The taste is fantastic though.",0
The limes this time around had very little juice and made it difficult to complete the cocktails. Hopefully it will be better when I buy next time.,1
"I like these  strawberries.  They are plump, sweet and delicious.",0
"Not as fresh as I would like it to be, will not buy again. Used tons of garlic and lemon and it was just meh...",2
"I didn't have high expectations, especially from shopping online for fresh produce. It suprised me, fresh and ready to eat!",0
Almost perfect. Just a bit too tangy still for my tastes. But good.,0
love them. got a great price and would buy them again.,1
"This was the most perfect container of strawberries I have ever purchased! They were sweet, ripe, and yummy!",0
"Love these rings, higher quality stones than I expected. I will definitely order again. Would be nice to be able to select rings individually or by package. But can’t complain because they were all beautiful.",1
Disgusting. I cooked this up and started eating it and noticed something wasnt right the bottom part near the skin was a mess of worms. It was like a horror movie. Sure they gave me a refund but I dont know when I will be able to eat salmon again. It was one of my favorites but NOT ANYMORE...  really really really gross... Never buying again,2
"Okay!  LOLI order these alot because there delicious but lately....The Size....come on.... I mean the first couple times I ordered they were huge and AMAZING. But now.... Lord have mercy. I've never seen cantaloupes So Small lol..I won't stop online shopping but, i won't buy cantaloupe here again!",2
I will order more IMMEDIATELY!,1
Delicious,0
"SWEET AND JUICY. WE ATE SOME AND THE REST WE USED IN OUR UCE CREAM SUNDAES. DELICIOUS, WILL BUY AGAIN!",1
I'd definitely not buy these again.,2
Fresh and delious,0
These were great tasting strawberries!,0
"Thought I'd get some healthy snack for the office. I opened one and it tasted a bit off. I opened a second and now my hand smells of this ""rotten"" orange smell that I can't get off. I've been scrubbing it and washing with alcohol and smell is still bad. I don't think I'll be ordering this again.Not sure what I'm gonna do with the rest.Edit: I ended up throwing it all away cause they were bad. Shame.",2
"It wasn’t fresh, they were mushy old and moldy. Not buying again",2
"I would never ever order bananas from Amazon again. I made a mistake and ordered 2x. First time I was surprised to see it turn from green to brown. I thought okay maybe I got a messed up bunch, didn't even bother to call and get a refund. The second time I figured it won't be the same and yet there it was. Upon receipt it was all green then a day or two later it turned brown. There was no transition from green to yellow to brown. It was the worst. I've never seen anything like this!",2
Recommend,0
I was very pleased with food order that I received from  Amazon Fresh.,0
excellent taste,0
The bananas arrived smooshed and mushy. They look like they we packed under something heavy. A few of them we leaking banana liquid from the skins. Requested a refund and was credited immediately. Will try and buy again on a future order.,1
Leaves were fresh and lasted a long time!  Will buy again.,1
Couldn't believe how fresh this tasted. Amazed by the flavors and it was shipped fast and still cold. Will definitely order again!,1
Skeptical at first for ordering these through Amazon but surprised how fresh these berries were. Will order them again in the near future.,1
Sometimes the strawberries are so good. Last 2 times they were hard and had a sour/poor taste. Love when the produce is good but...,0
"I had to throw all 6 of the containers away as the cantaloupe wasn’t ripe and very hard, could not even chew it.  I won’t be purchasing this again.  The first 2-3 times it was perfect but this time it went in the trash",2
Great,0
We have ordered Strawberries several times.  They are good almost every time.  We had one batch out of about six that had a couple of rotten strawberries.,0
Several berries grew white mold in one day—in the refrigerator.,0
These was made very nice! Will be buying again soon,1
Not so fresh.  Won't buy again.,2
"Fresh, large & sweet strawberries! Worth it while I wait for strawberries to come back from the garden.",0
"I ordered the first time and they were good, thick, juicy, not bright red but deep red. The second time I ordered it was okay, had a few soft mushy strawberries but it was overall okay. This last time was another miss, I had a few rotten strawberries and the rest were fresh bright red strawberries. Just like everyone else pretty much says its a hit or miss with the freshness of the fruit. So buyer beware!",0
It had mold on the bottom. The strawberries were also small.I woudn't buy again,2
"Great taste, no bad ones showed to the bottom as found in major stores. Not tart, not too sweet. Would recommend eating within 7-10 days.",0
Every fresh vegetable and fruit was fresh and tasty.,0
"I am a senior, a bachelor. I must admit that I never used strawberries all that much… My girlfriend likes fruit and yogurt and so I now purchase strawberries for when she stays over.I have learned that fruits, especially strawberries, are very fragile, delicate and perishable… In this case, practically, the whole carton was damaged, dark, mushy… Amazon gave me credit for my purchase, but in this case, the experience was somewhat disappointing…",0
Half of ALL the strawberries were under ripe & tasteless. Was going to make freezer Jam with them but have to throw them out. NOT HAPPY! I WON'T PURCHASE AGAIN!,2
These plums were very hard and sour -  placed them in a bag to ripen and they never did! Will not buy again.,2
Had to throw it out. Slimy! Got a refund and won’t order again.,2
Whomever is choosing them have picked the bad batch the last 2 or 3 times I purchased. Will go into the store these these myself,0
I freaking love these. I am so mad when I went do an order this morning they were unavailable. I’ll have to order more. They are literally the best,1
Cool 99cents per bundle but when arrived all of them were rotten. At the base of the bananas it was squishy oozing out something gross. Upset ) :  so yeah never ordering this again,2
OMG they are the most beautiful rings I ever had they fixed perfectly they run small but they are perfect for me I’m so much in love with them that I want to cry of happiness they beautiful thank you so much I will keep buying from them I mean I couldn’t expect anything better for this price amazing,1
Great flavor and fresh! Will purchase more,1
Love how all fruits and vegetables were bagged together,0
"I dunno, I guess I'm weird. When you offer strawberries in the dead of winter in the US, I expect that you are offering something of the same quality that was just grown inside or somewhere where it's nice out, but man, these were some SAD strawberries. They looked like they'd been sitting in a fridge for 3 months before I even got my hands on them. They were wilty and shrinking, with a dark maroon color fading into brown by the day, and I'm shocked they weren't moldy. I cut them up bc no one would eat them looking like they did.",0
"I got to say the amazon fresh employees do a phenomenal job at hand picking the best produce. I’ve used instacart and other delivery services and they don’t compare to amazon fresh. Other services just pick fresh produce as first on top. No regard for visible damage to fruit or vegetable. Amazon fresh gets this right. I’ve order bananas, grapes, strawberries and more and they are all top quality. This has not been the case with instacart and other food delivery services. Don’t really need to use other services moving forward. I’m thankful my area offers amazon fresh",0
I purchased the sliced mangoes and the cantaloupe and both were unripe.  I  don't think that I will be ordering them again.,2
"If you ever have a need for green bananas that never ripen, Amazon is the place.  I bought them a couple times with the same results. Never again.",2
Absolutely delicious! I will keep re-ordering it because I can't get enough. So fresh and yummy!,1
"I went to pour the rest of my spinach into a pan and I noticed a bug and had to throw it all away. I thought i had missed something until I came to the reviews and saw the same bugs on another woman’s review, won’t be getting these again",2
"Very happy with the strawberry this time. Big and fresh, and they are super juicy and tasty. I wish the quality of the their fresh produce could be consistently good.",0
"I love strawberries. Unfortunately, these were way too ripe. I'd rather have not all the way ripened than soft and bad tasting. Sorry",0
Almost completely rotten when it arrived. I would never order this again.,2
"Wow! So many different sizes and a great variety. I’ll absolutely purchase this bundle again to gift! They’re separated in groups of 5-10 in individual packages, so you can easily gift for party favors or gifts. The handwritten note was so sweet!",1
The strawberrys where fresh and juicy!,0
All the fruits were not fresh.I will not purchase fruits  again.,2
Rated 3 stars because it went bad within 3 days. But upon arrival it looked and taste great.,0
Delish,0
Very fresh. So good. I wish more chunks came in the container. Will definitely order more!,1
These last through the week wen I have a recipe rather than looking old or having mold in 1-2 days like most purchased in grocery stores.,0
"Good product, Fresh ,Will recommend friends. Will buy again.",1
"Maybe I just got unlucky, but this is my first time using Fresh and the strawberries were not that fresh. I received them yesterday and when I made breakfast with them today they were already bruised with soft spots as if I'd had them for a week. Hopefully when i order next time they'll at least last a few days before starting to turn.",1
"This product was fresh, juicy, sweet, and very tasty. I will order it again when it gets back in stock I do recommend this fresh water melon chunks.",1
I bought this and when I was going to cut it the next day it was rotten. I went to pick it up and my fingers went right through it.  Highly disappointed. Will not buy again.,2
"Came fresh, full flavor, juicy.",0
"Reading reviews I was hesitant to buy but I was having a craving for some watermelon. For some reason, the local stores watermelon were not that great. The first bite was yummy. I put it in the refrigerator for 2 hours and ate the whole tray. Yay Amazon Fresh. Would order more often",1
They were bruised really bad when deluvered....I had to throw them away..won't order them online again,2
"I was thrilled when I received my Amazon fresh delivery, my milk was icy cold, my turkey was in a freezer bag, and these strawberries were so firm and full of flavor. Honestly, these strawberries were awesome and that's the reason I continue to order from Amazon fresh. before that I was going to the supermarket all the time, I love the fact that I can order online and my groceries are delivered at the exact time I specify either later in the day or the next morning . Amazon thank you, you have a loyal customer. Definitely buying more ❣️",1
"I took this out of the fridge and opened it within two hours of delivery and the watermelon chunks were already bad.  Moldy seeds in the old chunks made it inedible.  Old melon gets a 'clear, soft' look about it after it sits a while and most of the chunks had turned in spite of the fact that I had just received it.  Looked like my watermelon has in the past when it's about 5 days since I cut it.  So I estimate that the freshly delivered watermelon was cut at least five days earlier plus it had Black mold in seed areas.  Threw it away.  Never again.",2
Surprisingly sweet,0
Since COVID-19 my family has tried different methods for grocery shoping. This is my first fresh grocery order with Amazon. I was testing to find out what quality the produce would be. I was not disappointed. I could not have picked better if I was there and did it personally. I will definitely buy again.,1
It was rotten inside never again,2
Good,0
They were moldy and rotten.,0
Four of the strawberries were moldy and a few others were really soft. Bought them to dip in chocolate but couldn’t use them.,0
"I won’t buy fruit from Amazon fresh ever again .  The fruit was not ripe, had no flavor and was a major disappointment.",2
"I have purchased this quite a few times from fresh.  Most of the time it is good.  However, a few times I thought they cut it too close to the rind, and it was not so good.  I will buy it again.",1
Almost all the strawberries in the batch were good. Tossed about 1-2 of them but I am picky.I likely would have picked up this batch if I was looking for strawberries in the store (it looked healthy).,0
"Dont waste a penny on this. I ordered 5 times, 4 times it was dark, mushy and tasteless. Yes, I learned, not to order it ever again.",2
These are the sweetest strawberries ever!,0
The rings are super cute but most of them are really small and the color fades off. I would reorder in bigger sizes,1
My batch was great! But definitely sounds like the employees picking the orders aren't paying enough attention to bad produce.,0
Perfect! good price and i would say small to med in size. Thanks! Will order again!,1
3 blueberries  were moldy on bottominstead of eating gave to squirrels never buy again,2
